source,id,residue_count,smiles
chembl_peptide_subset,135359,4,CCCC[C@@H](C(=O)N[C@@H](B(O)O)CCCBr)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCCCCN)C)CO)CCC(=O)N
chembl_peptide_subset,137907,4,CCCC[C@H](C(=O)N[C@H](C(=O)N)CCCNC(=N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)N
chembl_peptide_subset,121275,4,CCCC[C@H](N1Cc2ccccc2C[C@@H](C1=O)NC(=O)[C@H](NC(=O)[C@H](Cc1c(C)cc(cc1C)O)N)CCCNC(=O)N)C(=O)N
chembl_peptide_subset,134368,4,CCC[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N)CCCC)Cc1ccccc1)NC(=O)[C@H](Cc1ccc(cc1)O)N
chembl_peptide_subset,134351,4,CCOC(=O)[C@@H]1N[C@H]1C(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)OCc1ccccc1)CC(C)C
chembl_peptide_subset,134348,4,CCOC(=O)[C@H]1N[C@@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)OCc1ccccc1)CC(C)C
chembl_peptide_subset,140689,4,CC[C@@H]([C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)O)CS)NC(=O)[C@H](C1CCCCC1)NC(=O)CCC(=O)O)C
chembl_peptide_subset,134350,4,CC[C@@H]([C@@H](C(=O)N1CCC[C@H]1C(=O)O)NC(=O)[C@H]1N[C@@H]1C(=O)NCC(C)C)C
chembl_peptide_subset,83344,4,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N)Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)C)COP(=O)(O)O)C
chembl_peptide_subset,83597,4,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(C)C)CC(=O)O)CC(=O)N1CCCC1)NC(=O)C1CCCCC1)C
chembl_peptide_subset,81260,4,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@]12NC(=O)[C@@]3([C@@H]4[C@H]1[C@@H]1[C@@H]5[C@H]2[C@H]3[C@@H]5[C@H]4C1)O)CCC(=O)O)C(C)C)NC(=O)[C@H](CO)N)C
chembl_peptide_subset,81259,4,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@]12NC(=O)[C@@]3([C@@H]4[C@H]1[C@@H]1[C@@H]5[C@H]2[C@H]3[C@@H]5[C@H]4C1)OC(=O)C)CCC(=O)O)C)NC(=O)[C@H](CO)N)C
chembl_peptide_subset,134303,4,CC[C@@H]([C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)[C@]1(CO)OC1)CC(C)C)CO)NC(=O)[C@@H](N(C(=O)C)C)[C@H](CC)C)C
chembl_peptide_subset,3524,4,CC[C@@H]([C@H](C(=O)N[C@@H](C(=O)N1CCC[C@@H]1C(=O)N)C(C)C)NC[C@@H]([C@H](NC(=O)[C@H]1CCCN1C(=O)C)CC(C)C)O)C
chembl_peptide_subset,132559,4,CC[C@@H]([C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)O)Cc1c[nH]c2c1cccc2)CCC(=O)O)NC(=O)[C@H](CCC(=O)N)N)C
